adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001181628-18-000003	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-288062	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-289152	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-289158	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000697	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001171200-18-000244	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001171200-18-000245	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001177017-18-000121	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001177017-18-000122	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001177017-18-000123	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000585	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000618	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000645	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000657	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000670	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000696	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065340	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065550	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065821	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-066362	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000578	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001162044-18-000583	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065030	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065031	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065032	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065033	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065081	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065094	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-061129	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-061860	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-061861	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-063490	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-064554	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-065029	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-060416	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-060699	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-060724	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-060965	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-061015	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-061016	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-057256	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-057257	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-057482	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-058555	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-059198	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-059552	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-052865	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-053985	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-054139	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-054439	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-054440	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001144204-18-054441	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073875	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-074264	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-074328	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-074457	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-074934	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-074935	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073002	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073450	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073461	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073499	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073506	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-073749	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072294	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072295	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072296	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072297	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072298	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072757	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-068982	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-069240	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072290	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072291	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072292	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-072293	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-067814	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-068756	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-068758	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-068799	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-068946	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-068963	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-063836	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-064648	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-064704	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-066862	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-066866	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-067299	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-061026	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-061799	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-061821	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-062069	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-062076	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-062886	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000940394-18-001698	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000940394-18-001699	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001084060-18-000038	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-060195	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-060201	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001104659-18-060661	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002333	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002338	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002340	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002343	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000932471-18-007173	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000932471-18-007256	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002134	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002153	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002155	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002157	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002328	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002330	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000914243-18-000169	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000914243-18-000171	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000923084-18-000005	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000924211-18-000090	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-001992	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000928816-18-002001	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006903	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006921	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-007036	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000897101-18-001149	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000897469-18-000014	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000908406-18-000090	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006364	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006421	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006558	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006605	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006680	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006890	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006229	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006242	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006251	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006271	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006273	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006285	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006202	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006203	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006205	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006208	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006209	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006228	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006133	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006142	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006176	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006177	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006193	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006194	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005718	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005981	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006097	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006098	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006100	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-006132	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005553	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005554	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005573	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005584	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005698	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005710	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005532	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005546	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005549	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005550	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005551	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005552	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000853437-18-000010	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000872825-18-000133	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005510	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005521	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005528	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000894189-18-005531	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000779785-18-000008	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000797923-18-000017	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000797923-18-000020	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000806176-18-000022	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000819118-18-000057	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000827060-18-000119	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000720064-18-000014	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000732697-18-000026	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000737520-18-000058	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000746458-18-000031	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000754915-18-000006	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000766285-18-000045	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001102	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001127	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000100334-18-000110	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000316968-18-000041	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000711080-18-000295	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000711080-18-000316	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000053808-18-000055	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001094	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001098	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001099	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001100	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000088053-18-001101	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0000051931-18-001197	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
