adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001104659-18-064076	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-064704	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-066862	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-060201	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-060661	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-061026	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-061821	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-062069	1	12	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-062886	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000928816-18-002001	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000928816-18-002333	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000928816-18-002338	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000928816-18-002340	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000940394-18-001699	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0001104659-18-060195	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000897101-18-001149	1	1	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000908406-18-000090	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000914243-18-000169	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000914243-18-000171	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000923084-18-000005	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000924211-18-000090	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006499	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006560	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006680	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006890	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006903	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-007036	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006208	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006228	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006229	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006251	1	9	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006271	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006285	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006177	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006193	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006194	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006202	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006203	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006205	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006132	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006133	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006142	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006144	1	4	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006153	1	4	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006176	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005554	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005698	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005973	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005981	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006001	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-006098	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000889169-18-000043	1	4	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005510	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005521	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005528	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005532	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000894189-18-005546	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000754915-18-000006	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000779785-18-000008	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000819118-18-000057	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000827060-18-000119	1	9	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000853437-18-000010	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000872825-18-000133	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001127	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000100334-18-000110	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000316968-18-000041	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000711080-18-000295	1	8	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000711080-18-000316	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000737520-18-000058	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001094	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001098	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001099	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001100	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001101	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000088053-18-001102	1	7	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000051931-18-001111	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000051931-18-001114	1	6	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000051931-18-001195	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000051931-18-001197	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000051931-18-001262	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000053808-18-000055	1	5	1	NetExpensesOverAssets	rr/2012	FeeWaiverOrReimbursementOverAssets	rr/2012
0000030167-18-000013	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0000051931-18-001101	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0000051931-18-001107	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0000051931-18-001108	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0000051931-18-001109	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0000051931-18-001110	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001683863-18-000383	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001623632-18-001334	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001623632-18-001345	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001623632-18-001466	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001623632-18-001470	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001681576-18-000020	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001681576-18-000021	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-012139	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-012353	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-012695	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-013855	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-013864	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001623632-18-001332	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006040	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006059	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006151	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-010403	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-011112	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001615774-18-011147	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005987	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005993	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006033	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006035	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006036	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-006039	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005781	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005837	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005841	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005924	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005965	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005968	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005701	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005703	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005704	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005712	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005715	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005723	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005486	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005490	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005498	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005499	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005560	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005569	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005455	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005459	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005463	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005466	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005484	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005485	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005351	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005357	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005358	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005361	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005405	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005440	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005215	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005296	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005327	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005341	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005347	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005349	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004842	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004886	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005077	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005154	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005160	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-005199	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004749	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004750	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004785	1	1	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004789	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004836	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001580642-18-004841	1	3	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001464413-18-000285	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001464413-18-000287	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001464413-18-000295	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001484018-18-000050	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001520245-18-000003	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001572661-18-000183	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001432353-18-000206	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001445546-18-004500	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001445546-18-004502	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001447346-18-000018	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001464413-18-000281	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001464413-18-000283	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-018115	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-018166	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-018637	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001413042-18-000290	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001432353-18-000144	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001432353-18-000150	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017730	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017854	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017861	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017916	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017982	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-018044	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017471	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017485	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017528	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017565	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017606	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017693	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016608	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016724	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016772	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017067	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017325	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-017340	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016214	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016230	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016236	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016277	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016298	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016338	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016088	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016090	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016094	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016097	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016116	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016143	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015985	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016014	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016058	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016059	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016062	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-016071	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015088	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015098	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015615	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015633	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015868	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015979	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014872	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014877	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014941	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015063	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015076	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-015078	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014692	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014694	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014742	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014788	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014795	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014827	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001387131-18-006234	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001387131-18-006238	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014323	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014488	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014517	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001398344-18-014553	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005908	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005909	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005910	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001387131-18-005389	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001387131-18-006087	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001387131-18-006091	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005705	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005863	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005902	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005904	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005905	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005906	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005517	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005518	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005519	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005520	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005521	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
0001379491-18-005636	1	2	1	ExpensesOverAssets	rr/2012	ManagementFeesOverAssets	rr/2012
